complaint_id,complaint_text,category,submitted_via,created_date,cleaned_text
102130,<b>Unable to link my social media account to GAME-ON please resolve asap</b>,Account Management,Email,08-06-2024,unable link social medium account game please resolve asap
102131,Unexpected charges!! appeared on my GAME-ON account need urgent help,Billing,Website,26-09-2024,unexpected charge appear game account need urgent help
102132,Unexpected<br>charges? appeared on my GAME-ON account please resolve asap,Billing,Website,04-09-2024,unexpected charge appear game account please resolve asap
102133,<b>In-game<br>rewards are not credited after completing missions happening for the. last 3 days</b>,Product Issue,Phone,16-03-2024,game reward credit complete mission happen last day
102134,<p>Game advertisements!! are too frequent and annoying need urgent help</p>,Other,Website,30-04-2024,game advertisement frequent annoying need urgent help
102135,The app experience has worsened after. recent updates need urgent help,Other,Phone,14-08-2024,app experience worsen recent update need urgent help
102136,Refund for cancelled purchase## has not been received no response from support,Billing,Email,03-09-2024,refund cancel purchase receive response support
102137,Unexpected charges appeared on my GAME-ON account happening for the last 3 days,Billing,Phone,26-01-2024,unexpected charge appear game account happen last day
102138,Password reset email is not arriving please resolve## asap,Account Management,Website,12-04-2024,password reset email arrive please resolve asap
102139,Subscription payment succeeded but premium features are locked this is unacceptable,Billing,Website,08-09-2024,subscription payment succeed premium feature lock unacceptable
102140,Unable to? link my social media account to GAME-ON no response from support,Account Management,Phone,27-03-2024,unable link social medium account game response support
102141,<i>GAME-ON<br>keeps showing network error despite stable internet this. is unacceptable</i>,Technical Support,Phone,14-03-2024,game keep show network error despite stable internet unacceptable
102142,"Matchmaking<br>is unfair and, places me with very high-level players this is unacceptable",Product Issue,Website,14-01-2024,matchmaking unfair place high level player unacceptable
102143,Achievements<br>are not unlocking as expected no response from support,Product Issue,Chat,09-01-2024,achievement unlock expect response support
102144,High<br>ping and!! severe lag while playing online matches need urgent help,Technical Support,Email,30-05-2024,high ping severe lag play online match need urgent help
102145,"My account was banned without any explanation need, urgent help",Account Management,Website,03-08-2024,account ban without explanation need urgent help
102146,Customer support is not responding to my tickets please resolve. asap,Other,Phone,12-05-2024,customer support respond ticket please resolve asap
102147,Matchmaking is unfair and places me with very high-level players! this is unacceptable,Product Issue,Phone,09-06-2024,matchmaking unfair place high level player unacceptable
102148,<p>Someone<br>else accessed my GAME-ON account this is unacceptable</p>,Account Management,Website,08-09-2024,someone else access game account unacceptable
102149,<i>Need clarification about GAME-ON policies this!! is unacceptable</i>,Other,Chat,28-05-2024,need clarification game policy unacceptable
102150,Password reset email is not arriving no response from support,Account Management,Email,05-08-2024,password reset email arrive response support
102151,High ping and severe lag while playing online matches need urgent help,Technical Support,Chat,27-07-2024,high ping severe lag play online match need urgent help
102152,Purchased skins are not showing in my inventory this is unacceptable,Product Issue,Website,09-03-2024,purchase skin show inventory unacceptable
102153,<i>Customer<br>support is not responding to my tickets this is unacceptable</i>,Other,Chat,07-04-2024,customer support respond ticket unacceptable
102154,<b>Game characters are unbalanced and unfair no response from support</b>,Product Issue,Website,03-10-2024,game character unbalanced unfair response support
102155,Someone else accessed my GAME-ON account this. is unacceptable,Account Management,Phone,07-09-2024,someone else access game account unacceptable
102156,<p>Refund for cancelled purchase has not been received this is unacceptable</p>,Billing,Email,09-01-2024,refund cancel purchase receive unacceptable
102157,<b>The app experience has worsened after recent updates? no response from support</b>,Other,Email,18-03-2024,app experience worsen recent update response support
102158,Unable to link my social media account to GAME-ON need urgent help,Account Management,Phone,19-06-2024,unable link social medium account game need urgent help
102159,<b>Payment failed but amount was deducted from!! my bank happening for the last 3 days</b>,Billing,Chat,20-02-2024,payment fail amount deduct bank happen last day
102160,"GAME-ON crashes, every time I try to start a match happening for the last 3 days",Technical Support,Website,12-05-2024,game crash every time try start match happen last day
102161,"High<br>ping and severe, lag while playing online matches happening for the last 3 days",Technical Support,Chat,08-02-2024,high ping severe lag play online match happen last day
102162,Voice<br>chat is not working during multiplayer games please!! resolve asap,Technical Support,Chat,15-05-2024,voice chat work multiplayer game please resolve asap
102163,<p>Unable to link my social media account to GAME-ON please resolve asap</p>,Account Management,Website,12-10-2024,unable link social medium account game please resolve asap
102164,Customer support is not responding to my tickets need urgent help,Other,Chat,15-09-2024,customer support respond ticket need urgent help
102165,Game advertisements are too frequent and annoying no response from support,Other,Phone,19-05-2024,game advertisement frequent annoying response support
102166,<b>High<br>ping and severe lag while playing online matches please resolve asap</b>,Technical Support,Email,04-07-2024,high ping severe lag play online match please resolve asap
